3/14/2018                         Academic Journal Guide 2018 - Chartered Association of Business Schools
;                                                           Rankings
;                                                           AJG      AJG      ABS       ABS      JCR    SJR  SNIP IPP
;          ISSN  Field Journal Title                        2018     2015     2010      2009     rank   rank rank Rank
;          1368- ECON  Econometrics Journal                 3        3        3         3        104    47   83   104
;          4221
;          0013- ECON  Economic Development and             3        3        3         3        88     69   84   76
;          0079        Cultural Change
;          0095- ECON  Economic Inquiry                     3        3        3         3        106    71   86   103
;          2583
;          0266- ECON  Economic Policy                      3        3        3         3        18     33   9    21
;          4658
;          0938- ECON  Economic Theory                      3        3        3         3        114    48   91   118
;          2259
;          0013- ECON  Economica                            3        3        3         3        79     85   64   90
;          0427
;          0165- ECON  Economics Letters                    3        3        3         3        160    132  205  152
;          1765
;          0140- ECON  Energy Economics                     3        3        2         2        20     44   39   24
;          9883
;          0924- ECON  Environmental and Resource           3        3        2         2        50     68   88   62
;          6460        Economics
;          0014- ECON  European Economic Review             3        3        3         3        62     49   47   58
;          2921
;          0165- ECON  European Review of Agricultural      3        3        2         2        55     81   62   54
;          1587        Economics
;          1386- ECON  Experimental Economics               3        3        2         2        19     39   41   14
;          4157
;          0899- ECON  Games and Economic Behavior          3        3        4         4        94     45   61   70
;          8256
;          1057- ECON  Health Economics                     3        3        2         2        39     67   57   30
;          9230
;          2041- ECON  IMF Economic Review (formerly        3        3        3         3        36     25   29   33
;          4161        IMF Staff Papers with ISSN
;                      1020-7635)
;          0167- ECON  International Journal of             3        3        3         4        100    63   78   82
;          7187        Industrial Organization
;          0306- ECON  International Statistical Review     3        3                           105    103  68   124
;          7734
